committee;chamber;congress;year_start;year_end;full_name;first_name;last_name;party;state;role;;
Environment and Public Works;Senate;118;2023;2024;William Miller;William;Miller;Republican;SD;Member;;
Environment and Public Works;Senate;118;2023;2024;Richard Davis;Richard;Davis;Democrat;TN;Member;;
Environment and Public Works;Senate;118;2023;2024;Joseph Garcia;Joseph;Garcia;Republican;TX;Member;;
Environment and Public Works;Senate;118;2023;2024;Thomas Rodriguez;Thomas;Rodriguez;Democrat;UT;Member;;
Environment and Public Works;Senate;118;2023;2024;Charles Wilson;Charles;Wilson;Republican;VT;Member;;
Environment and Public Works;Senate;118;2023;2024;Christopher Martinez;Christopher;Martinez;Democrat;VA;Member;;
Environment and Public Works;Senate;118;2023;2024;Daniel Anderson;Daniel;Anderson;Republican;WA;Member;;
Environment and Public Works;Senate;118;2023;2024;Matthew Taylor;Matthew;Taylor;Democrat;WV;Member;;
Environment and Public Works;Senate;118;2023;2024;Anthony Thomas;Anthony;Thomas;Republican;WI;Member;;
Environment and Public Works;Senate;118;2023;2024;Mark Moore;Mark;Moore;Democrat;WY;Member;;
Environment and Public Works;Senate;118;2023;2024;Donald Jackson;Donald;Jackson;Republican;AL;Member;;
Environment and Public Works;Senate;118;2023;2024;Steven Martin;Steven;Martin;Democrat;AK;Member;;
Environment and Public Works;Senate;118;2023;2024;Paul Lee;Paul;Lee;Republican;AZ;Member;;
Environment and Public Works;Senate;118;2023;2024;Andrew Thompson;Andrew;Thompson;Democrat;AR;Member;;
Finance;Senate;115;2017;2018;Orrin Hatch;Orrin;Hatch;Republican;MD;Chair;;
Finance;Senate;115;2017;2018;Ron Wyden;Ron;Wyden;Democrat;ND;Ranking Member;;
Finance;Senate;115;2017;2018;John Smith;John;Smith;Republican;NH;Member;;
Finance;Senate;115;2017;2018;Michael Johnson;Michael;Johnson;Democrat;NJ;Member;;
Finance;Senate;115;2017;2018;David Williams;David;Williams;Republican;NM;Member;;
Finance;Senate;115;2017;2018;Robert Brown;Robert;Brown;Democrat;NY;Member;;
Finance;Senate;115;2017;2018;James Jones;James;Jones;Republican;NC;Member;;
Finance;Senate;115;2017;2018;William Miller;William;Miller;Democrat;ND;Member;;
Finance;Senate;115;2017;2018;Richard Davis;Richard;Davis;Republican;OH;Member;;
Finance;Senate;115;2017;2018;Joseph Garcia;Joseph;Garcia;Democrat;OK;Member;;
Finance;Senate;115;2017;2018;Thomas Rodriguez;Thomas;Rodriguez;Republican;OR;Member;;
Finance;Senate;115;2017;2018;Charles Wilson;Charles;Wilson;Democrat;PA;Member;;
Finance;Senate;115;2017;2018;Christopher Martinez;Christopher;Martinez;Republican;RI;Member;;
Finance;Senate;115;2017;2018;Daniel Anderson;Daniel;Anderson;Democrat;SC;Member;;
Finance;Senate;115;2017;2018;Matthew Taylor;Matthew;Taylor;Republican;SD;Member;;
Finance;Senate;115;2017;2018;Anthony Thomas;Anthony;Thomas;Democrat;TN;Member;;
Finance;Senate;115;2017;2018;Mark Moore;Mark;Moore;Republican;TX;Member;;
Finance;Senate;115;2017;2018;Donald Jackson;Donald;Jackson;Democrat;UT;Member;;
Finance;Senate;115;2017;2018;Steven Martin;Steven;Martin;Republican;VT;Member;;
Finance;Senate;115;2017;2018;Paul Lee;Paul;Lee;Democrat;VA;Member;;
Finance;Senate;115;2017;2018;Andrew Thompson;Andrew;Thompson;Republican;WA;Member;;
Finance;Senate;115;2017;2018;Kenneth White;Kenneth;White;Democrat;WV;Member;;
Finance;Senate;115;2017;2018;George Harris;George;Harris;Republican;WI;Member;;
Finance;Senate;115;2017;2018;Edward Clark;Edward;Clark;Democrat;WY;Member;;
Finance;Senate;115;2017;2018;Brian Lewis;Brian;Lewis;Republican;AL;Member;;
Finance;Senate;115;2017;2018;Ronald Robinson;Ronald;Robinson;Democrat;AK;Member;;
Finance;Senate;115;2017;2018;Timothy Walker;Timothy;Walker;Republican;AZ;Member;;
Finance;Senate;115;2017;2018;Jason Young;Jason;Young;Democrat;AR;Member;;
Finance;Senate;116;2019;2020;Chuck Grassley;Chuck;Grassley;Republican;OK;Chair;;
Finance;Senate;116;2019;2020;Ron Wyden;Ron;Wyden;Democrat;ND;Ranking Member;;
Finance;Senate;116;2019;2020;John Smith;John;Smith;Republican;NH;Member;;
Finance;Senate;116;2019;2020;Michael Johnson;Michael;Johnson;Democrat;NJ;Member;;
Finance;Senate;116;2019;2020;David Williams;David;Williams;Republican;NM;Member;;
Finance;Senate;116;2019;2020;Robert Brown;Robert;Brown;Democrat;NY;Member;;
Finance;Senate;116;2019;2020;James Jones;James;Jones;Republican;NC;Member;;
Finance;Senate;116;2019;2020;William Miller;William;Miller;Democrat;ND;Member;;
Finance;Senate;116;2019;2020;Richard Davis;Richard;Davis;Republican;OH;Member;;
Finance;Senate;116;2019;2020;Joseph Garcia;Joseph;Garcia;Democrat;OK;Member;;
Finance;Senate;116;2019;2020;Thomas Rodriguez;Thomas;Rodriguez;Republican;OR;Member;;
Finance;Senate;116;2019;2020;Charles Wilson;Charles;Wilson;Democrat;PA;Member;;
Finance;Senate;116;2019;2020;Christopher Martinez;Christopher;Martinez;Republican;RI;Member;;
Finance;Senate;116;2019;2020;Daniel Anderson;Daniel;Anderson;Democrat;SC;Member;;
Finance;Senate;116;2019;2020;Matthew Taylor;Matthew;Taylor;Republican;SD;Member;;
Finance;Senate;116;2019;2020;Anthony Thomas;Anthony;Thomas;Democrat;TN;Member;;
Finance;Senate;116;2019;2020;Mark Moore;Mark;Moore;Republican;TX;Member;;
Finance;Senate;116;2019;2020;Donald Jackson;Donald;Jackson;Democrat;UT;Member;;
Finance;Senate;116;2019;2020;Steven Martin;Steven;Martin;Republican;VT;Member;;
Finance;Senate;116;2019;2020;Paul Lee;Paul;Lee;Democrat;VA;Member;;
Finance;Senate;116;2019;2020;Andrew Thompson;Andrew;Thompson;Republican;WA;Member;;
Finance;Senate;116;2019;2020;Kenneth White;Kenneth;White;Democrat;WV;Member;;
Finance;Senate;116;2019;2020;George Harris;George;Harris;Republican;WI;Member;;
Finance;Senate;116;2019;2020;Edward Clark;Edward;Clark;Democrat;WY;Member;;
Finance;Senate;116;2019;2020;Brian Lewis;Brian;Lewis;Republican;AL;Member;;
Finance;Senate;116;2019;2020;Ronald Robinson;Ronald;Robinson;Democrat;AK;Member;;
Finance;Senate;116;2019;2020;Timothy Walker;Timothy;Walker;Republican;AZ;Member;;
Finance;Senate;116;2019;2020;Jason Young;Jason;Young;Democrat;AR;Member;;
Finance;Senate;117;2021;2022;Ron Wyden;Ron;Wyden;Democrat;ND;Chair;;
Finance;Senate;117;2021;2022;Mike Crapo;Mike;Crapo;Republican;KY;Ranking Member;;
Finance;Senate;117;2021;2022;John Smith;John;Smith;Democrat;NH;Member;;
Finance;Senate;117;2021;2022;Michael Johnson;Michael;Johnson;Republican;NJ;Member;;
Finance;Senate;117;2021;2022;David Williams;David;Williams;Democrat;NM;Member;;
Finance;Senate;117;2021;2022;Robert Brown;Robert;Brown;Republican;NY;Member;;
Finance;Senate;117;2021;2022;James Jones;James;Jones;Democrat;NC;Member;;
Finance;Senate;117;2021;2022;William Miller;William;Miller;Republican;ND;Member;;
Finance;Senate;117;2021;2022;Richard Davis;Richard;Davis;Democrat;OH;Member;;
Finance;Senate;117;2021;2022;Joseph Garcia;Joseph;Garcia;Republican;OK;Member;;
Finance;Senate;117;2021;2022;Thomas Rodriguez;Thomas;Rodriguez;Democrat;OR;Member;;
Finance;Senate;117;2021;2022;Charles Wilson;Charles;Wilson;Republican;PA;Member;;
Finance;Senate;117;2021;2022;Christopher Martinez;Christopher;Martinez;Democrat;RI;Member;;
Finance;Senate;117;2021;2022;Daniel Anderson;Daniel;Anderson;Republican;SC;Member;;
Finance;Senate;117;2021;2022;Matthew Taylor;Matthew;Taylor;Democrat;SD;Member;;
Finance;Senate;117;2021;2022;Anthony Thomas;Anthony;Thomas;Republican;TN;Member;;
Finance;Senate;117;2021;2022;Mark Moore;Mark;Moore;Democrat;TX;Member;;
Finance;Senate;117;2021;2022;Donald Jackson;Donald;Jackson;Republican;UT;Member;;
Finance;Senate;117;2021;2022;Steven Martin;Steven;Martin;Democrat;VT;Member;;
Finance;Senate;117;2021;2022;Paul Lee;Paul;Lee;Republican;VA;Member;;
Finance;Senate;117;2021;2022;Andrew Thompson;Andrew;Thompson;Democrat;WA;Member;;
Finance;Senate;117;2021;2022;Kenneth White;Kenneth;White;Republican;WV;Member;;
Finance;Senate;117;2021;2022;George Harris;George;Harris;Democrat;WI;Member;;
Finance;Senate;117;2021;2022;Edward Clark;Edward;Clark;Republican;WY;Member;;
Finance;Senate;117;2021;2022;Brian Lewis;Brian;Lewis;Democrat;AL;Member;;
Finance;Senate;117;2021;2022;Ronald Robinson;Ronald;Robinson;Republican;AK;Member;;
Finance;Senate;117;2021;2022;Timothy Walker;Timothy;Walker;Democrat;AZ;Member;;
Finance;Senate;117;2021;2022;Jason Young;Jason;Young;Republican;AR;Member;;
Finance;Senate;118;2023;2024;Ron Wyden;Ron;Wyden;Democrat;ND;Chair;;
Finance;Senate;118;2023;2024;Mike Crapo;Mike;Crapo;Republican;KY;Ranking Member;;
Finance;Senate;118;2023;2024;John Smith;John;Smith;Democrat;NH;Member;;
Finance;Senate;118;2023;2024;Michael Johnson;Michael;Johnson;Republican;NJ;Member;;
Finance;Senate;118;2023;2024;David Williams;David;Williams;Democrat;NM;Member;;
Finance;Senate;118;2023;2024;Robert Brown;Robert;Brown;Republican;NY;Member;;
Finance;Senate;118;2023;2024;James Jones;James;Jones;Democrat;NC;Member;;
Finance;Senate;118;2023;2024;William Miller;William;Miller;Republican;ND;Member;;
Finance;Senate;118;2023;2024;Richard Davis;Richard;Davis;Democrat;OH;Member;;
Finance;Senate;118;2023;2024;Joseph Garcia;Joseph;Garcia;Republican;OK;Member;;
Finance;Senate;118;2023;2024;Thomas Rodriguez;Thomas;Rodriguez;Democrat;OR;Member;;
Finance;Senate;118;2023;2024;Charles Wilson;Charles;Wilson;Republican;PA;Member;;
Finance;Senate;118;2023;2024;Christopher Martinez;Christopher;Martinez;Democrat;RI;Member;;
Finance;Senate;118;2023;2024;Daniel Anderson;Daniel;Anderson;Republican;SC;Member;;
Finance;Senate;118;2023;2024;Matthew Taylor;Matthew;Taylor;Democrat;SD;Member;;
Finance;Senate;118;2023;2024;Anthony Thomas;Anthony;Thomas;Republican;TN;Member;;
Finance;Senate;118;2023;2024;Mark Moore;Mark;Moore;Democrat;TX;Member;;
Finance;Senate;118;2023;2024;Donald Jackson;Donald;Jackson;Republican;UT;Member;;
Finance;Senate;118;2023;2024;Steven Martin;Steven;Martin;Democrat;VT;Member;;
Finance;Senate;118;2023;2024;Paul Lee;Paul;Lee;Republican;VA;Member;;
Finance;Senate;118;2023;2024;Andrew Thompson;Andrew;Thompson;Democrat;WA;Member;;
Finance;Senate;118;2023;2024;Kenneth White;Kenneth;White;Republican;WV;Member;;
Finance;Senate;118;2023;2024;George Harris;George;Harris;Democrat;WI;Member;;
Finance;Senate;118;2023;2024;Edward Clark;Edward;Clark;Republican;WY;Member;;
Finance;Senate;118;2023;2024;Brian Lewis;Brian;Lewis;Democrat;AL;Member;;
Finance;Senate;118;2023;2024;Ronald Robinson;Ronald;Robinson;Republican;AK;Member;;
Finance;Senate;118;2023;2024;Timothy Walker;Timothy;Walker;Democrat;AZ;Member;;
Finance;Senate;118;2023;2024;Jason Young;Jason;Young;Republican;AR;Member;;
Foreign Relations;Senate;115;2017;2018;Bob Corker;Bob;Corker;Republican;AR;Chair;;
Foreign Relations;Senate;115;2017;2018;Ben Cardin;Ben;Cardin;Democrat;WA;Ranking Member;;
Foreign Relations;Senate;115;2017;2018;John Smith;John;Smith;Republican;PA;Member;;
Foreign Relations;Senate;115;2017;2018;Michael Johnson;Michael;Johnson;Democrat;RI;Member;;
Foreign Relations;Senate;115;2017;2018;David Williams;David;Williams;Republican;SC;Member;;
Foreign Relations;Senate;115;2017;2018;Robert Brown;Robert;Brown;Democrat;SD;Member;;
Foreign Relations;Senate;115;2017;2018;James Jones;James;Jones;Republican;TN;Member;;
Foreign Relations;Senate;115;2017;2018;William Miller;William;Miller;Democrat;TX;Member;;
Foreign Relations;Senate;115;2017;2018;Richard Davis;Richard;Davis;Republican;UT;Member;;
Foreign Relations;Senate;115;2017;2018;Joseph Garcia;Joseph;Garcia;Democrat;VT;Member;;
Foreign Relations;Senate;115;2017;2018;Thomas Rodriguez;Thomas;Rodriguez;Republican;VA;Member;;
Foreign Relations;Senate;115;2017;2018;Charles Wilson;Charles;Wilson;Democrat;WA;Member;;
Foreign Relations;Senate;115;2017;2018;Christopher Martinez;Christopher;Martinez;Republican;WV;Member;;
Foreign Relations;Senate;115;2017;2018;Daniel Anderson;Daniel;Anderson;Democrat;WI;Member;;
Foreign Relations;Senate;115;2017;2018;Matthew Taylor;Matthew;Taylor;Republican;WY;Member;;
Foreign Relations;Senate;115;2017;2018;Anthony Thomas;Anthony;Thomas;Democrat;AL;Member;;
Foreign Relations;Senate;115;2017;2018;Mark Moore;Mark;Moore;Republican;AK;Member;;
Foreign Relations;Senate;115;2017;2018;Donald Jackson;Donald;Jackson;Democrat;AZ;Member;;
Foreign Relations;Senate;115;2017;2018;Steven Martin;Steven;Martin;Republican;AR;Member;;
Foreign Relations;Senate;115;2017;2018;Paul Lee;Paul;Lee;Democrat;CA;Member;;
Foreign Relations;Senate;115;2017;2018;Andrew Thompson;Andrew;Thompson;Republican;CO;Member;;
Foreign Relations;Senate;115;2017;2018;Kenneth White;Kenneth;White;Democrat;CT;Member;;
Foreign Relations;Senate;116;2019;2020;Jim Risch;Jim;Risch;Republican;MN;Chair;;
Foreign Relations;Senate;116;2019;2020;Bob Menendez;Bob;Menendez;Democrat;MN;Ranking Member;;
Foreign Relations;Senate;116;2019;2020;John Smith;John;Smith;Republican;PA;Member;;
Foreign Relations;Senate;116;2019;2020;Michael Johnson;Michael;Johnson;Democrat;RI;Member;;
Foreign Relations;Senate;116;2019;2020;David Williams;David;Williams;Republican;SC;Member;;
Foreign Relations;Senate;116;2019;2020;Robert Brown;Robert;Brown;Democrat;SD;Member;;
Foreign Relations;Senate;116;2019;2020;James Jones;James;Jones;Republican;TN;Member;;
Foreign Relations;Senate;116;2019;2020;William Miller;William;Miller;Democrat;TX;Member;;
Foreign Relations;Senate;116;2019;2020;Richard Davis;Richard;Davis;Republican;UT;Member;;
Foreign Relations;Senate;116;2019;2020;Joseph Garcia;Joseph;Garcia;Democrat;VT;Member;;
Foreign Relations;Senate;116;2019;2020;Thomas Rodriguez;Thomas;Rodriguez;Republican;VA;Member;;
Foreign Relations;Senate;116;2019;2020;Charles Wilson;Charles;Wilson;Democrat;WA;Member;;
Foreign Relations;Senate;116;2019;2020;Christopher Martinez;Christopher;Martinez;Republican;WV;Member;;
Foreign Relations;Senate;116;2019;2020;Daniel Anderson;Daniel;Anderson;Democrat;WI;Member;;
Foreign Relations;Senate;116;2019;2020;Matthew Taylor;Matthew;Taylor;Republican;WY;Member;;
Foreign Relations;Senate;116;2019;2020;Anthony Thomas;Anthony;Thomas;Democrat;AL;Member;;
Foreign Relations;Senate;116;2019;2020;Mark Moore;Mark;Moore;Republican;AK;Member;;
Foreign Relations;Senate;116;2019;2020;Donald Jackson;Donald;Jackson;Democrat;AZ;Member;;
Foreign Relations;Senate;116;2019;2020;Steven Martin;Steven;Martin;Republican;AR;Member;;
Foreign Relations;Senate;116;2019;2020;Paul Lee;Paul;Lee;Democrat;CA;Member;;
Foreign Relations;Senate;116;2019;2020;Andrew Thompson;Andrew;Thompson;Republican;CO;Member;;
Foreign Relations;Senate;116;2019;2020;Kenneth White;Kenneth;White;Democrat;CT;Member;;
Foreign Relations;Senate;117;2021;2022;Bob Menendez;Bob;Menendez;Democrat;MN;Chair;;
Foreign Relations;Senate;117;2021;2022;Jim Risch;Jim;Risch;Republican;MN;Ranking Member;;
Foreign Relations;Senate;117;2021;2022;John Smith;John;Smith;Democrat;PA;Member;;
Foreign Relations;Senate;117;2021;2022;Michael Johnson;Michael;Johnson;Republican;RI;Member;;
Foreign Relations;Senate;117;2021;2022;David Williams;David;Williams;Democrat;SC;Member;;
Foreign Relations;Senate;117;2021;2022;Robert Brown;Robert;Brown;Republican;SD;Member;;
Foreign Relations;Senate;117;2021;2022;James Jones;James;Jones;Democrat;TN;Member;;
Foreign Relations;Senate;117;2021;2022;William Miller;William;Miller;Republican;TX;Member;;
Foreign Relations;Senate;117;2021;2022;Richard Davis;Richard;Davis;Democrat;UT;Member;;
Foreign Relations;Senate;117;2021;2022;Joseph Garcia;Joseph;Garcia;Republican;VT;Member;;
Foreign Relations;Senate;117;2021;2022;Thomas Rodriguez;Thomas;Rodriguez;Democrat;VA;Member;;
Foreign Relations;Senate;117;2021;2022;Charles Wilson;Charles;Wilson;Republican;WA;Member;;
Foreign Relations;Senate;117;2021;2022;Christopher Martinez;Christopher;Martinez;Democrat;WV;Member;;
Foreign Relations;Senate;117;2021;2022;Daniel Anderson;Daniel;Anderson;Republican;WI;Member;;
Foreign Relations;Senate;117;2021;2022;Matthew Taylor;Matthew;Taylor;Democrat;WY;Member;;
Foreign Relations;Senate;117;2021;2022;Anthony Thomas;Anthony;Thomas;Republican;AL;Member;;
Foreign Relations;Senate;117;2021;2022;Mark Moore;Mark;Moore;Democrat;AK;Member;;
Foreign Relations;Senate;117;2021;2022;Donald Jackson;Donald;Jackson;Republican;AZ;Member;;
Foreign Relations;Senate;117;2021;2022;Steven Martin;Steven;Martin;Democrat;AR;Member;;
Foreign Relations;Senate;117;2021;2022;Paul Lee;Paul;Lee;Republican;CA;Member;;
Foreign Relations;Senate;117;2021;2022;Andrew Thompson;Andrew;Thompson;Democrat;CO;Member;;
Foreign Relations;Senate;117;2021;2022;Kenneth White;Kenneth;White;Republican;CT;Member;;
Foreign Relations;Senate;118;2023;2024;Ben Cardin;Ben;Cardin;Democrat;WA;Chair;;
Foreign Relations;Senate;118;2023;2024;Jim Risch;Jim;Risch;Republican;MN;Ranking Member;;
Foreign Relations;Senate;118;2023;2024;John Smith;John;Smith;Democrat;PA;Member;;
Foreign Relations;Senate;118;2023;2024;Michael Johnson;Michael;Johnson;Republican;RI;Member;;
Foreign Relations;Senate;118;2023;2024;David Williams;David;Williams;Democrat;SC;Member;;
Foreign Relations;Senate;118;2023;2024;Robert Brown;Robert;Brown;Republican;SD;Member;;
Foreign Relations;Senate;118;2023;2024;James Jones;James;Jones;Democrat;TN;Member;;
Foreign Relations;Senate;118;2023;2024;William Miller;William;Miller;Republican;TX;Member;;
Foreign Relations;Senate;118;2023;2024;Richard Davis;Richard;Davis;Democrat;UT;Member;;
Foreign Relations;Senate;118;2023;2024;Joseph Garcia;Joseph;Garcia;Republican;VT;Member;;
Foreign Relations;Senate;118;2023;2024;Thomas Rodriguez;Thomas;Rodriguez;Democrat;VA;Member;;
